7cadea58d79b41c6b41befff1c7937b3,-,-,-,-
c3f532baef2a4bcd8358d25a2f8f7ddc,-,-,-,-
551479b3459c4c869bd39f44f4d64c04,-,-,-,-
87b9b65e887c4c1ea1786c75b0ff42d0,-,-,-,-
cac299911e9e4f78864082e3e2ae353f,-,-,-,-
1e8309532f644e8fb739464ef1f56b07,-,-,-,-
b101e296b0c24852b88d5bc0a772fd90,-,-,-,-
65b627b12b9140929e15689cfafa8c7b,-,-,-,-
68f204cc4cf0494ba2217e8fee0f187e,-,-,-,-
47f215d6576a4941ace8229b234fbdaf,-,-,-,-
c6b2e3ab84d34f1b945fb84fff30d779,-,-,-,-
8a3383f9216a4549bfa6b64e99bb9592,-,-,-,-
fb220ac36e404064b71c72d420f370be,-,-,-,-
37c1201994d84a36a7738fdda7c46b38,-,-,-,-
8deb3a364a454bf38f7ddc2da342c9fc,-,-,-,-
1c8aa01e62a140ab8d6ee25866a217ec,-,-,-,-
77b4c27080f94e4e83131333f59eadcf,-,-,-,-
cd6008fa668b468d9b890b53e2644c8f,-,-,-,-
433a237cb2c046e3b434098a90b4c346,-,-,-,-
7f560320cd6945f6922d888c3e767bb9,-,-,-,-
0,0,0,0,0
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
